fileid,lon,lat,date,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10
108047,-0.134022688,51.51101369,202408,-0.042328566,-0.1792097,0.0012258105,-0.027467422,-0.15263791,-0.059970066,0.03173969,0.07649184,0.08065198,-0.0071929875
108048,-0.134165155,51.51121822,202408,-0.06803289,-0.22646515,-0.03903991,-0.084498584,-0.087556966,-0.020182177,0.048106767,-0.004416308,0.020200491,0.0063444045
108049,-0.13434882,51.51141132,202408,-0.14826106,-0.11950205,-0.025871841,-0.07998559,-0.10843362,0.042035095,0.072073534,0.052093904,0.061336096,0.03176478
108131,-0.137176491,51.52631172,202207,0.3047356,0.14579064,-0.23657675,0.020407794,-0.12056032,0.038557734,0.04337768,0.09577768,0.08672452,-0.041691825
108132,-0.136878152,51.52643368,202209,-0.16419679,0.08098631,-0.03377101,-0.14864676,0.03654257,0.11710692,-0.014633475,-0.040480398,-0.016123863,0.038996767
108133,-0.136572402,51.52655257,202209,-0.09606648,0.03212326,-0.15756679,-0.16558456,-0.0014442956,0.07801514,0.0040570614,-0.00083509024,-0.06031078,0.080386624
108134,-0.136266662,51.52667148,202209,-0.08324364,0.13234565,-0.17303695,-0.10053827,-0.022784762,0.07442454,-0.006462458,-0.011498621,-0.015330659,0.05881133
108135,-0.16245992,51.52035714,202304,0.05059124,0.17767812,-0.11283832,-0.021982135,-0.06762273,-0.03427017,-0.033475716,-0.0022344578,0.010436579,0.07572391
108136,-0.162333958,51.52014659,202304,0.09166134,0.07575572,-0.1322156,0.033186514,-0.03543998,0.0008092665,-0.07478891,-0.020816911,0.07198494,-0.07969263
108143,-0.13596092,51.52679039,202209,-0.044026025,0.0913923,-0.1487163,-0.123023525,0.031506382,0.059525456,-0.030743001,0.013787503,0.028854428,0.033044357
108144,-0.135655176,51.52690929,202209,0.059513442,0.036094423,-0.021164926,-0.091112845,0.050235774,0.21664974,-0.0344113,0.019527553,0.0385749,0.029461462
108155,-0.163338121,51.52158561,202409,0.03903412,0.07548998,-0.02808563,0.012081917,0.0653649,0.03543383,0.010670766,-0.015771732,0.11976683,-0.06295882
108156,-0.16317232,51.52138609,202409,0.095643625,0.06520208,0.017267486,-0.008601373,0.04293091,-0.08418112,0.009021571,-0.022074722,0.15234756,-0.017882917
108157,-0.162712295,51.52077816,202304,0.013466762,0.027292186,-0.061922815,-0.11481818,0.056573316,0.030907435,0.15196808,-0.02389654,-0.022146795,-0.07152756
108158,-0.162585884,51.5205677,202304,-0.01426343,0.1414333,-0.10651239,-0.06520055,0.0071803164,-0.020255381,-0.03506182,0.03543131,0.043078206,0.086764395
108668,-0.1339735,51.5267036,202208,0.08787306,0.032434877,0.00030271392,0.14768317,0.019000782,0.073307514,-0.079372585,-0.014780671,0.035541914,0.026218863
108669,-0.132304003,51.52497369,202209,-0.05856291,-0.027475836,0.065140724,-0.08516229,0.19162609,0.058454536,0.028335301,0.04869956,-0.010060594,0.005717406
108670,-0.131726062,51.52440458,202209,-0.014305045,0.1639476,0.07077708,0.0115551455,0.0388691,-0.05673155,-0.009354776,0.040705252,-0.015317896,0.010182013
